DB00001,Lepirudin
DB13867,Fluticasone
DB13872,Lormetazepam
DB13873,Fenofibric acid
DB13874,Enasidenib
DB13878,Pibrentasvir
DB13879,Glecaprevir
DB13886,Human cytomegalovirus immune globulin
DB13896,Talimogene laherparepvec
DB13923,Emicizumab
DB13926,Cenegermin
DB13928,Semaglutide
DB13931,Netarsudil
DB13932,Voretigene neparvovec
DB13967,Patent Blue
DB13976,Sulesomab
DB13997,Baloxavir marboxil
DB14004,Tildrakizumab
DB14006,Choline salicylate
DB14012,Burosumab
DB14018,Bromotheophylline
DB14033,Acetyl sulfisoxazole
DB14039,Erenumab
DB14041,Fremanezumab
DB14042,Galcanezumab
DB14048,Sodium zirconium cyclosilicate
DB14193,Ditiocarb zinc
DB14194,Zinc dibutyldithiocarbamate
DB14485,Zinc ascorbate
DB14487,Zinc acetate
DB14488,Ferrous gluconate
DB14489,Ferrous succinate
DB14490,Ferrous ascorbate
DB14491,Ferrous fumarate
DB14498,Potassium acetate
DB14500,Potassium
DB14501,Ferrous glycine sulfate
DB14505,Sodium borate
DB14512,Mometasone furoate
DB14517,Aluminium phosphate
DB14520,Tetraferric tricitrate decahydrate
DB14533,Zinc chloride
DB14540,Hydrocortisone butyrate
DB14543,Hydrocortisone probutate
DB14548,"Zinc sulfate, unspecified form"
DB14562,Andexanet alfa
DB14568,Ivosidenib
DB14569,Tedizolid
DB14575,Eslicarbazepine
DB14582,Patisiran
DB14585,Plantago ovata seed
DB00873,Loteprednol
DB14597,Lanadelumab
DB14642,Lypressin
DB14643,Methylprednisolone aceponate
DB14684,Calcium polycarbophil
DB14707,Cemiplimab
DB14712,Elapegademase
DB14713,Inotersen
DB14723,Larotrectinib
DB14724,Emapalumab
DB14731,Tagraxofusp
DB14740,Hyaluronidase
DB00781,Polymyxin B
DB14749,Polygala senega root
DB14751,Mecasermin rinfabate
DB14754,Solriamfetol
DB14762,Risankizumab
DB14763,Cycloguanil
DB14864,Brolucizumab
DB15091,Upadacitinib
DB15119,Ropeginterferon alfa-2b
DB15258,Imlifidase
DB15271,Crizanlizumab
DB15494,Edotreotide gallium Ga-68
DB15575,Padeliporfin
DB15598,Ferric maltol
DB15874,Agalsidase alfa
