Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
152,204,Undirected,974,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Zolmitriptan,0.003649120451188398
152,218,Undirected,975,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,3.0,Ziprasidone,Ipratropium,0.0034241976634886533
152,220,Undirected,976,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Dopamine D5 receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Muscarinic acetylcholine receptor M4***5-hydroxytryptamine receptor 6***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,15.0,Ziprasidone,Olanzapine,6.881965892305626E-4
152,225,Undirected,977,Histamine H1 receptor***,,1.0,Ziprasidone,Cetirizine,0.0015207466093729019
152,226,Undirected,978,Muscarinic acetylcholine receptor M3***Histamine H1 receptor***,,2.0,Ziprasidone,Terfenadine,0.001292466765140325
152,230,Undirected,979,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Alfuzosin,0.0017423123405398146
152,236,Undirected,980,Dopamine D1 receptor***,,1.0,Ziprasidone,Methylergometrine,0.002527863569222506
152,237,Undirected,981,Muscarinic acetylcholine receptor M1***Histamine H1 receptor***,,2.0,Ziprasidone,Buclizine,0.0011581845038270444
152,246,Undirected,982,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1E***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Alpha-2C adrenergic receptor***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Muscarinic acetylcholine receptor M4***5-hydroxytryptamine receptor 6***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Muscarinic acetylcholine receptor M5***Alpha-1A adrenergic receptor***,,22.0,Ziprasidone,Clozapine,2.9206391835638514E-4
152,249,Undirected,983,Histamine H1 receptor***,,1.0,Ziprasidone,Doxylamine,0.0013663220088626293
152,253,Undirected,984,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Alpha-2A adrenergic receptor***,,4.0,Ziprasidone,Mirtazapine,0.0015408889485698939
152,255,Undirected,985,Dopamine D2 receptor***,,1.0,Ziprasidone,Thiethylperazine,0.0018665234322545992
152,259,Undirected,986,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Trihexyphenidyl,0.0022055861420706324
152,266,Undirected,987,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,3.0,Ziprasidone,Oxyphencyclimine,0.0022055861420706324
152,269,Undirected,988,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***,,4.0,Ziprasidone,Procyclidine,0.0022055861420706324
152,272,Undirected,989,Dopamine D2 receptor***Dopamine D3 receptor***,,2.0,Ziprasidone,Sulpiride,0.020320263193232175
152,273,Undirected,990,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***,,2.0,Ziprasidone,Profenamine,0.0022962266684570967
152,284,Undirected,991,Histamine H1 receptor***,,1.0,Ziprasidone,Dexbrompheniramine,0.0013596078957969651
152,285,Undirected,992,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***Dopamine D1 receptor***,,4.0,Ziprasidone,Loxapine,0.0010272592990465958
152,286,Undirected,993,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D3 receptor***Dopamine D4 receptor***,,4.0,Ziprasidone,Remoxipride,0.001054115751309252
152,289,Undirected,994,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Pramipexole,0.002410366590573385
152,295,Undirected,995,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Alpha-1A adrenergic receptor***,,6.0,Ziprasidone,Promazine,2.68564522626561E-4
152,300,Undirected,996,Histamine H1 receptor***,,1.0,Ziprasidone,Triprolidine,0.0013596078957969651
152,305,Undirected,997,Dopamine D2 receptor***Histamine H1 receptor***,,2.0,Ziprasidone,Prochlorperazine,9.869746206526118E-4
152,306,Undirected,998,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***,,6.0,Ziprasidone,Cyproheptadine,6.009131193769303E-4
152,319,Undirected,999,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Droperidol,0.001023902242513764
152,322,Undirected,1000,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Prazosin,0.0016214583053578621
152,323,Undirected,1001,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***Alpha-1A adrenergic receptor***,,12.0,Ziprasidone,Imipramine,0.0011883980126225326
152,332,Undirected,1002,5-hydroxytryptamine receptor 2C***,,1.0,Ziprasidone,Fluoxetine,0.002672217000134282
152,335,Undirected,1003,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Alpha-1B adrenergic receptor***Muscarinic acetylcholine receptor M3***Dopamine D5 receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Alpha-1A adrenergic receptor***,,10.0,Ziprasidone,Chlorpromazine,6.915536457633946E-4
152,345,Undirected,1004,5-hydroxytryptamine receptor 1A***Dopamine D2 receptor***Dopamine D3 receptor***Dopamine D4 receptor***,,4.0,Ziprasidone,Buspirone,0.0016852423794816705
152,351,Undirected,1005,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Darifenacin,0.0018530952061232711
152,356,Undirected,1006,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D1 receptor***,,3.0,Ziprasidone,Haloperidol,0.0017993823015979588
152,359,Undirected,1007,Muscarinic acetylcholine receptor M1***Dopamine D2 receptor***Muscarinic acetylcholine receptor M2***Dopamine D1 receptor***,,4.0,Ziprasidone,Triflupromazine,0.001087686316637572
152,379,Undirected,1008,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Alpha-1A adrenergic receptor***,,6.0,Ziprasidone,Nortriptyline,9.90331677185444E-4
152,382,Undirected,1009,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***5-hydroxytryptamine receptor 6***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,13.0,Ziprasidone,Amoxapine,0.001040687525177924
152,389,Undirected,1010,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,4.0,Ziprasidone,Lamotrigine,0.01005438431583188
152,400,Undirected,1011,Dopamine D2 receptor***Histamine H1 receptor***,,2.0,Ziprasidone,Cinnarizine,0.0016181012488250303
152,403,Undirected,1012,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Ziprasidone,Propranolol,0.0018564522626561032
152,404,Undirected,1013,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Atropine,0.006851752383510139
152,417,Undirected,1014,5-hydroxytryptamine receptor 1A***Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Dopamine D5 receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,6.0,Ziprasidone,Lisuride,0.0017255270578756547
152,418,Undirected,1015,Alpha-1A adrenergic receptor***,,1.0,Ziprasidone,Doxazosin,0.0016046730226937022
152,443,Undirected,1016,Muscarinic acetylcholine receptor M1***Alpha-1B adrenergic receptor***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***Alpha-1A adrenergic receptor***,,7.0,Ziprasidone,Nicardipine,0.002893782731301195
152,444,Undirected,1017,Dopamine D2 receptor***Dopamine D1 receptor***,,2.0,Ziprasidone,Fluphenazine,0.0016583859272190143
152,451,Undirected,1018,Histamine H1 receptor***,,1.0,Ziprasidone,Astemizole,0.001295823821673157
152,465,Undirected,1019,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,4.0,Ziprasidone,Trazodone,9.332617161272996E-4
152,469,Undirected,1020,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Verapamil,0.0046360950718410095
152,474,Undirected,1021,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Pirenzepine,0.0019303075063784073
152,481,Undirected,1022,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Alpha-1B adrenergic receptor***Dopamine D1 receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Thioridazine,9.970457902511078E-4
152,492,Undirected,1023,Alpha-1B adrenergic receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,3.0,Ziprasidone,Phentolamine,0.0013931784611252854
152,494,Undirected,1024,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Ergotamine,0.003111991405935276
152,496,Undirected,1025,Alpha-1A adrenergic receptor***,,1.0,Ziprasidone,Nicergoline,0.0015811736269638781
152,502,Undirected,1026,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Tamsulosin,0.001544246005102726
152,509,Undirected,1027,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Apomorphine,0.0025010071169598498
152,510,Undirected,1028,Dopamine D2 receptor***Histamine H1 receptor***,,2.0,Ziprasidone,Paroxetine,0.0016181012488250303
152,513,Undirected,1029,Histamine H1 receptor***,,1.0,Ziprasidone,Azatadine,0.001282395595541829
152,518,Undirected,1030,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Homatropine methylbromide,0.0018530952061232711
152,519,Undirected,1031,Alpha-2B adrenergic receptor***Dopamine D2 receptor***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Alpha-1A adrenergic receptor***,,6.0,Ziprasidone,Trimipramine,0.001044044581710756
152,520,Undirected,1032,Muscarinic acetylcholine receptor M2***,,1.0,Ziprasidone,Rocuronium,0.0017557405666711427
152,524,Undirected,1033,5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Alpha-2C adrenergic receptor***Histamine H1 receptor***Dopamine D1 receptor***Alpha-1A adrenergic receptor***,,11.0,Ziprasidone,Risperidone,3.7599033167718543E-4
152,525,Undirected,1034,Histamine H1 receptor***,,1.0,Ziprasidone,Meclizine,0.0050020142339196995
152,532,Undirected,1035,Histamine H1 receptor***,,1.0,Ziprasidone,Carbinoxamine,0.001282395595541829
152,534,Undirected,1036,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Histamine H1 receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Epinastine,0.0013394655565999731
152,544,Undirected,1037,Histamine H1 receptor***,,1.0,Ziprasidone,Olopatadine,0.004038539008996912
152,545,Undirected,1038,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Clidinium,0.0019303075063784073
152,550,Undirected,1039,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Propiomazine,5.706996105814422E-4
152,554,Undirected,1040,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Propantheline,0.0019303075063784073
152,562,Undirected,1041,Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Tolazoline,0.002638646434805962
152,563,Undirected,1042,Alpha-2B adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Fenoldopam,0.001309252047804485
152,567,Undirected,1043,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***,,2.0,Ziprasidone,Dicyclomine,0.0018732375453202632
152,568,Undirected,1044,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 2C***,,2.0,Ziprasidone,Minaprine,0.009476970592184773
152,570,Undirected,1045,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***,,4.0,Ziprasidone,Tropicamide,0.0018530952061232711
152,571,Undirected,1046,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Biperiden,0.0019303075063784073
152,583,Undirected,1047,Dopamine D2 receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Trifluoperazine,0.001292466765140325
152,587,Undirected,1048,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,6.0,Ziprasidone,Brompheniramine,8.560494158721633E-4
152,598,Undirected,1049,Dopamine D2 receptor***Dopamine D1 receptor***,,2.0,Ziprasidone,Perphenazine,0.0016382435880220223
152,612,Undirected,1050,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D1 receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Flupentixol,5.505572713844501E-4
152,630,Undirected,1051,Histamine H1 receptor***,,1.0,Ziprasidone,Methdilazine,0.001282395595541829
152,632,Undirected,1052,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 1B***,,2.0,Ziprasidone,Ondansetron,0.006223982811870552
152,634,Undirected,1053,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Quinidine,0.002833355713710219
152,644,Undirected,1054,Histamine H1 receptor***,,1.0,Ziprasidone,Ketotifen,0.00213508795488116
152,648,Undirected,1055,Alpha-2B adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Phenoxybenzamine,0.0016013159661608701
152,655,Undirected,1056,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,2.0,Ziprasidone,Mesoridazine,0.0010944004297032362
152,656,Undirected,1057,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 7***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,7.0,Ziprasidone,Maprotiline,0.00106754397744058
152,660,Undirected,1058,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Methantheline,0.001597958909628038
152,668,Undirected,1059,Histamine H1 receptor***,,1.0,Ziprasidone,Fexofenadine,0.001282395595541829
152,670,Undirected,1060,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Naratriptan,0.003044850275278636
152,675,Undirected,1061,5-hydroxytryptamine receptor 1B***,,1.0,Ziprasidone,Pindolol,0.00733852558077078
152,681,Undirected,1062,Histamine H1 receptor***,,1.0,Ziprasidone,Desloratadine,0.001282395595541829
152,684,Undirected,1063,Histamine H1 receptor***,,1.0,Ziprasidone,Azelastine,0.016489861689270847
152,690,Undirected,1064,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Cyclopentolate,0.0019303075063784073
152,731,Undirected,1065,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Tolterodine,0.0018530952061232711
152,736,Undirected,1066,Dopamine D2 receptor***,,1.0,Ziprasidone,Memantine,0.0030515643883442995
152,748,Undirected,1067,Dopamine D2 receptor***,,1.0,Ziprasidone,Acetophenazine,0.0017087417752114946
152,761,Undirected,1068,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 2C***,,2.0,Ziprasidone,Tegaserod,0.0014938901571102457
152,766,Undirected,1069,Histamine H1 receptor***,,1.0,Ziprasidone,Emedastine,0.001282395595541829
152,776,Undirected,1070,Dopamine D2 receptor***Dopamine D3 receptor***,,2.0,Ziprasidone,Pimozide,0.0016785282664160065
152,781,Undirected,1071,Histamine H1 receptor***,,1.0,Ziprasidone,Levocabastine,0.001282395595541829
152,801,Undirected,1072,Muscarinic acetylcholine receptor M2***,,1.0,Ziprasidone,Doxacurium,0.0021451591244796564
152,802,Undirected,1073,Alpha-2B adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Carvedilol,0.0017120988317443266
152,811,Undirected,1074,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***,,2.0,Ziprasidone,Flavoxate,0.0018732375453202632
152,812,Undirected,1075,5-hydroxytryptamine receptor 2A***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Nefazodone,0.0016281724184235263
152,814,Undirected,1076,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,7.0,Ziprasidone,Desipramine,9.131193769303075E-4
152,823,Undirected,1077,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Terazosin,0.0016181012488250303
152,831,Undirected,1078,Histamine H1 receptor***,,1.0,Ziprasidone,Orphenadrine,0.00263528937827313
152,833,Undirected,1079,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***,,5.0,Ziprasidone,Escitalopram,8.795488116019874E-4
152,834,Undirected,1080,Histamine H1 receptor***,,1.0,Ziprasidone,Cyclizine,0.001282395595541829
152,841,Undirected,1081,Dopamine D2 receptor***Dopamine D3 receptor***,,2.0,Ziprasidone,Domperidone,0.0017087417752114946
152,843,Undirected,1082,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Pergolide,0.0030381361622129717
152,854,Undirected,1083,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 7***Alpha-1B adrenergic receptor***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Bromocriptine,0.0019202363367799113
152,875,Undirected,1084,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Dopamine D2 receptor***Alpha-2C adrenergic receptor***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Dopamine D1 receptor***5-hydroxytryptamine receptor 6***Alpha-2A adrenergic receptor***,,10.0,Ziprasidone,Quetiapine,2.819927487578891E-4
152,877,Undirected,1085,Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,2.0,Ziprasidone,Mivacurium,0.002104874446085672
152,883,Undirected,1086,Dopamine D2 receptor***,,1.0,Ziprasidone,Metoclopramide,0.0019000939975829193
152,886,Undirected,1087,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1E***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***Alpha-2C adrenergic receptor***Dopamine D5 receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***5-hydroxytryptamine receptor 6***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,19.0,Ziprasidone,Aripiprazole,5.404861017859541E-4
152,887,Undirected,1088,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,10.0,Ziprasidone,Chlorprothixene,3.6927621861152144E-4
152,890,Undirected,1089,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 2C***,,2.0,Ziprasidone,Clomipramine,0.002695716395864106
152,892,Undirected,1090,Histamine H1 receptor***,,1.0,Ziprasidone,Alimemazine,0.001282395595541829
152,908,Undirected,1091,5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,12.0,Ziprasidone,Paliperidone,4.364173492681617E-4
152,947,Undirected,1092,Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,2.0,Ziprasidone,Pancuronium,0.002104874446085672
152,948,Undirected,1093,Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,2.0,Ziprasidone,Pipecuronium,0.0024271518732375454
152,955,Undirected,1094,5-hydroxytryptamine receptor 1B***,,1.0,Ziprasidone,Penbutolol,0.0017993823015979588
152,963,Undirected,1095,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Dopamine D2 receptor***5-hydroxytryptamine receptor 1D***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***Alpha-2C adrenergic receptor***Dopamine D3 receptor***Alpha-2A adrenergic receptor***,,10.0,Ziprasidone,Yohimbine,7.553377198872029E-4
152,969,Undirected,1096,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***Dopamine D2 receptor***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Alpha-2C adrenergic receptor***Muscarinic acetylcholine receptor M3***Dopamine D5 receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***Muscarinic acetylcholine receptor M4***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Muscarinic acetylcholine receptor M5***Alpha-1A adrenergic receptor***,,18.0,Ziprasidone,Methotrimeprazine,1.0742580905062441E-4
152,972,Undirected,1097,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,3.0,Ziprasidone,Tiotropium,0.0018530952061232711
152,995,Undirected,1098,Alpha-1B adrenergic receptor***,,1.0,Ziprasidone,Dextroamphetamine,0.0032832012891097087
152,1005,Undirected,1099,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Solifenacin,0.0018530952061232711
152,1019,Undirected,1100,Alpha-1B adrenergic receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***,,3.0,Ziprasidone,Periciazine,0.0013763931784611253
152,1026,Undirected,1101,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,3.0,Ziprasidone,Molindone,0.0015509601181683899
152,1027,Undirected,1102,Histamine H1 receptor***,,1.0,Ziprasidone,Phenindamine,0.001282395595541829
152,1029,Undirected,1103,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D1 receptor***,,3.0,Ziprasidone,Pipotiazine,9.668322814556197E-4
152,1030,Undirected,1104,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D1 receptor***,,3.0,Ziprasidone,Thiothixene,0.001064186920907748
152,1031,Undirected,1105,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***Dopamine D5 receptor***Histamine H1 receptor***Dopamine D1 receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,7.0,Ziprasidone,Zuclopenthixol,4.8005908419497783E-4
152,1032,Undirected,1106,Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***,,2.0,Ziprasidone,Isopropamide,0.002047804485027528
152,1076,Undirected,1107,Histamine H1 receptor***,,1.0,Ziprasidone,Clofedanol,0.001282395595541829
152,1080,Undirected,1108,Histamine H1 receptor***,,1.0,Ziprasidone,Flunarizine,0.0036222639989257417
152,1081,Undirected,1109,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***,,2.0,Ziprasidone,Fluspirilene,0.0015140324963072377
152,1082,Undirected,1110,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M3***,,2.0,Ziprasidone,Mepenzolate,0.0018732375453202632
152,1083,Undirected,1111,Dopamine D2 receptor***,,1.0,Ziprasidone,Tetrabenazine,0.0035249093594736138
152,1085,Undirected,1112,Alpha-2B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***,,3.0,Ziprasidone,Celiprolol,0.0056029273532966295
152,1087,Undirected,1113,Alpha-2B adrenergic receptor***Alpha-1B adrenergic receptor***Alpha-2C adrenergic receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Dronedarone,0.0025110782865583456
152,1098,Undirected,1114,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Dopamine D4 receptor***,,3.0,Ziprasidone,Flibanserin,0.0014066066872566133
